45
0	10	0
144	10	0
288	10	0
432	10	0
576	10	0
720	10	0
864	10	0
1008	10	0
1152	10	0
1296	10	0
1440	10	0
1584	10	0
1728	10	0
1872	10	0
2016	10	0
2160	10	0
2304	10	0
2448	10	0
2592	10	0
2736	10	0
2880	10	0
3024	10	0
3168	10	0
3312	10	0
3456	10	0
3600	10	0
3744	10	0
3888	10	0
4032	10	0
4176	10	0
4320	10	0
4464	10	0
4608	10	0
4752	10	0
4896	10	0
5040	10	0
5184	10	0
5328	10	0
5472	10	0
5616	10	0
5760	10	0
5904	10	0
6048	10	0
6192	10	0
6336	10	0
